Year,Business (Main),Business (All),Status,Holding Name,Postcode,Field Group,Parent Field Name,Field Defined Name,Part Field Reference,Official Area ha,Map Sheet,NG Number,Field Number,Field Reference,Crop Group,Variety,Plan Reference,Job Reference,Actual Issued Date,Heading Category,Heading Type,Heading Group,Heading,Product Name,Sentinel MAPP,Application Area ha,Rate per Application Area ha,Working Area ha,Rate per Working Area ha,Quantity,Units,Crop Sequence
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Stack Field,Stack Field.B/02,B,3.74,SK8848,4586,75,,Sugar Beet,Button,NF Sugar Beet Fungicide Pass 1 27/6/2024,NF Sugar Beet Fungicide Pass 1 27/6/2024 #02 Stubton,45485,Fixed Costs,Machinery Costs,Application,Application,Spray,,3.74,1,3.74,1,3.74,ha,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Stack Field,Stack Field.B/02,B,3.74,SK8848,4586,75,,Sugar Beet,Button,NF Sugar beet Post em 1 1/5/2024,NF Sugar beet Post em 1 1/5/2024 #02 Stubton,45424,Variable Costs,Pesticides,Adjuvants,Adjuvants,phase 2,,3.74,0.621,3.74,0.621,2.324,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Stack Field,Stack Field.B/02,B,3.74,SK8848,4586,75,,Sugar Beet,Button,NF Sugar beet Post em 1 1/5/2024,NF Sugar beet Post em 1 1/5/2024 #02 Stubton,45424,Variable Costs,Pesticides,Herbicides,Herbicides,Glotron 700 SC (17308),17308,3.74,0.958,3.74,0.958,3.582,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Stack Field,Stack Field.B/02,B,3.74,SK8848,4586,75,,Sugar Beet,Button,NF Sugar beet Post em 1 1/5/2024,NF Sugar beet Post em 1 1/5/2024 #02 Stubton,45424,Variable Costs,Pesticides,Herbicides,Herbicides,Magic Tandem (17358),17358,3.74,1.01,3.74,1.01,3.776,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Stack Field,Stack Field.B/02,B,3.74,SK8848,4586,75,,Sugar Beet,Button,NF Sugar beet Post em 1 1/5/2024,NF Sugar beet Post em 1 1/5/2024 #02 Stubton,45424,Variable Costs,Pesticides,Herbicides,Herbicides,Venzar 500SC (18799),18799,3.74,0.412,3.74,0.412,1.542,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Stack Field,Stack Field.B/02,B,3.74,SK8848,4586,75,,Sugar Beet,Button,NF Sugar beet Post em 1 1/5/2024,NF Sugar beet Post em 1 1/5/2024 #02 Stubton,45424,Fixed Costs,Machinery Costs,Application,Application,Spray,,3.74,1,3.74,1,3.74,ha,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Stack Field,Stack Field.B/02,B,3.74,SK8848,4586,75,,Sugar Beet,Button,NF Sugar beet post em 2 10/5/2024,NF Sugar beet post em 2 10/5/2024 #03 Stubton,45432,Variable Costs,Nutrition,Trace Elements,Trace Elements,Crop Rooter Plus,,3.74,0.634,3.74,0.634,2.37,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Stack Field,Stack Field.B/02,B,3.74,SK8848,4586,75,,Sugar Beet,Button,NF Sugar beet post em 2 10/5/2024,NF Sugar beet post em 2 10/5/2024 #03 Stubton,45432,Variable Costs,Pesticides,Herbicides,Herbicides,Clayton Cocoon (20058),20058,3.74,0.263,3.74,0.263,0.984,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Stack Field,Stack Field.B/02,B,3.74,SK8848,4586,75,,Sugar Beet,Button,NF Sugar beet post em 2 10/5/2024,NF Sugar beet post em 2 10/5/2024 #03 Stubton,45432,Variable Costs,Pesticides,Herbicides,Herbicides,Magic Tandem (17358),17358,3.74,1.515,3.74,1.515,5.664,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Stack Field,Stack Field.B/02,B,3.74,SK8848,4586,75,,Sugar Beet,Button,NF Sugar beet post em 2 10/5/2024,NF Sugar beet post em 2 10/5/2024 #03 Stubton,45432,Fixed Costs,Machinery Costs,Application,Application,Spray,,3.74,1,3.74,1,3.74,ha,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Stack Field,Stack Field.B/02,B,3.74,SK8848,4586,75,,Sugar Beet,Button,NF Sugar beet post em 3 30/5/2024,NF Sugar beet post em 3 30/5/2024 #01 Stubton,45450,Variable Costs,Pesticides,Herbicides,Herbicides,Clayton Cocoon (20058),20058,3.74,0.263,3.74,0.263,0.984,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Stack Field,Stack Field.B/02,B,3.74,SK8848,4586,75,,Sugar Beet,Button,NF Sugar beet post em 3 30/5/2024,NF Sugar beet post em 3 30/5/2024 #01 Stubton,45450,Variable Costs,Pesticides,Herbicides,Herbicides,Magic Tandem (17358),17358,3.74,1.515,3.74,1.515,5.664,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Stack Field,Stack Field.B/02,B,3.74,SK8848,4586,75,,Sugar Beet,Button,NF Sugar beet post em 3 30/5/2024,NF Sugar beet post em 3 30/5/2024 #01 Stubton,45450,Variable Costs,Pesticides,Herbicides,Herbicides,Shiro (17439),17439,3.74,29.161,3.74,29.161,109.063,g,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Stack Field,Stack Field.B/02,B,3.74,SK8848,4586,75,,Sugar Beet,Button,NF Sugar beet post em 3 30/5/2024,NF Sugar beet post em 3 30/5/2024 #01 Stubton,45450,Variable Costs,Pesticides,Herbicides,Herbicides,Shogun (16527),16527,3.74,0.592,3.74,0.592,2.213,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Stack Field,Stack Field.B/02,B,3.74,SK8848,4586,75,,Sugar Beet,Button,NF Sugar beet post em 3 30/5/2024,NF Sugar beet post em 3 30/5/2024 #01 Stubton,45450,Fixed Costs,Machinery Costs,Application,Application,Spray,,3.74,1,3.74,1,3.74,ha,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Stack Field,Stack Field.B/02,B,3.74,SK8848,4586,75,,Sugar Beet,Button,NF Sugar beet pre em 19/3/2024,NF Sugar beet pre em 19/3/2024 #01 Stubton + pellets,45400,Variable Costs,Pesticides,Adjuvants,Adjuvants,Intracrop Adhere,,3.74,0.216,3.74,0.216,0.807,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Stack Field,Stack Field.B/02,B,3.74,SK8848,4586,75,,Sugar Beet,Button,NF Sugar beet pre em 19/3/2024,NF Sugar beet pre em 19/3/2024 #01 Stubton + pellets,45400,Variable Costs,Pesticides,Herbicides,Herbicides,Efeckt (19328),19328,3.74,1.055,3.74,1.055,3.946,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Stack Field,Stack Field.B/02,B,3.74,SK8848,4586,75,,Sugar Beet,Button,NF Sugar beet pre em 19/3/2024,NF Sugar beet pre em 19/3/2024 #01 Stubton + pellets,45400,Variable Costs,Pesticides,Herbicides,Herbicides,Target Flo (19159),19159,3.74,1.485,3.74,1.485,5.555,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Stack Field,Stack Field.B/02,B,3.74,SK8848,4586,75,,Sugar Beet,Button,NF Sugar beet pre em 19/3/2024,NF Sugar beet pre em 19/3/2024 #01 Stubton + pellets,45400,Variable Costs,Pesticides,Molluscicides,Molluscicides,Sluxx HP (16571),16571,3.74,5.001,3.74,5.001,18.703,kg,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Stack Field,Stack Field.B/02,B,3.74,SK8848,4586,75,,Sugar Beet,Button,NF Sugar beet pre em 19/3/2024,NF Sugar beet pre em 19/3/2024 #01 Stubton + pellets,45400,Fixed Costs,Machinery Costs,Application,Application,Spray,,3.74,1,3.74,1,3.74,ha,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,The Park,The Park.B/02,B,16.45,SK8748,8898,75,,Maize Forage,Resolute,NF Maize Crop Boost 10/6/2024,NF Maize Crop Boost 10/6/2024 #03 Stubton,45485,Variable Costs,Nutrition,Trace Elements,Trace Elements,Yara Crop Boost,,16.45,4.911,16.45,4.911,80.783,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,The Park,The Park.B/02,B,16.45,SK8748,8898,75,,Maize Forage,Resolute,NF Maize Crop Boost 10/6/2024,NF Maize Crop Boost 10/6/2024 #03 Stubton,45485,Fixed Costs,Machinery Costs,Application,Application,Spray,,16.45,1,16.45,1,16.45,ha,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,The Park,The Park.B/02,B,16.45,SK8748,8898,75,,Maize Forage,Resolute,NF Maize post em 17/5/2024,NF Maize post em 17/5/2024 #01 Stubton,45448,Variable Costs,Nutrition,Trace Elements,Trace Elements,Nutrel K-MAN Plus,,16.45,4.369,16.45,4.369,71.863,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,The Park,The Park.B/02,B,16.45,SK8748,8898,75,,Maize Forage,Resolute,NF Maize post em 17/5/2024,NF Maize post em 17/5/2024 #01 Stubton,45448,Variable Costs,Pesticides,Adjuvants,Adjuvants,Kantor,,16.45,0.144,16.45,0.144,2.366,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,The Park,The Park.B/02,B,16.45,SK8748,8898,75,,Maize Forage,Resolute,NF Maize post em 17/5/2024,NF Maize post em 17/5/2024 #01 Stubton,45448,Variable Costs,Pesticides,Herbicides,Herbicides,Callisto (19756),19756,16.45,0.734,16.45,0.734,12.08,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,The Park,The Park.B/02,B,16.45,SK8748,8898,75,,Maize Forage,Resolute,NF Maize post em 17/5/2024,NF Maize post em 17/5/2024 #01 Stubton,45448,Variable Costs,Pesticides,Herbicides,Herbicides,Milagro 40 OD (19573),19573,16.45,1.006,16.45,1.006,16.546,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,The Park,The Park.B/02,B,16.45,SK8748,8898,75,,Maize Forage,Resolute,NF Maize post em 17/5/2024,NF Maize post em 17/5/2024 #01 Stubton,45448,Fixed Costs,Machinery Costs,Application,Application,Spray,,16.45,1,16.45,1,16.45,ha,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,The Park,The Park.B/02,B,16.45,SK8748,8898,75,,Maize Forage,Resolute,NF Maize pre em 18/4/2024,NF Maize pre em 18/4/2024 #04 Stubton,45422,Variable Costs,Pesticides,Herbicides,Herbicides,Anthem (15761),15761,16.45,3.419,16.45,3.419,56.245,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,The Park,The Park.B/02,B,16.45,SK8748,8898,75,,Maize Forage,Resolute,NF Maize pre em 18/4/2024,NF Maize pre em 18/4/2024 #04 Stubton,45422,Fixed Costs,Machinery Costs,Application,Application,Spray,,16.45,1,16.45,1,16.45,ha,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,The Park,The Park.B/02,B,16.45,SK8748,8898,75,,Maize Forage,Resolute,NF Spraying off 7/8/2023,NF Spraying off 7/8/2023 #19 Stubton + pellets,45194,Variable Costs,Pesticides,Adjuvants,Adjuvants,X-Change,,16.45,0.227,16.45,0.227,3.726,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,The Park,The Park.B/02,B,16.45,SK8748,8898,75,,Maize Forage,Resolute,NF Spraying off 7/8/2023,NF Spraying off 7/8/2023 #19 Stubton + pellets,45194,Variable Costs,Pesticides,Herbicides,Herbicides,Motif (16509),16509,16.45,2.966,16.45,2.966,48.789,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,The Park,The Park.B/02,B,16.45,SK8748,8898,75,,Maize Forage,Resolute,NF Spraying off 7/8/2023,NF Spraying off 7/8/2023 #19 Stubton + pellets,45194,Variable Costs,Pesticides,Molluscicides,Molluscicides,Menorexx (18842),18842,16.45,4.036,16.45,4.036,66.384,kg,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,The Park,The Park.B/02,B,16.45,SK8748,8898,75,,Maize Forage,Resolute,NF Spraying off 7/8/2023,NF Spraying off 7/8/2023 #41 Stubton,45393,Variable Costs,Pesticides,Adjuvants,Adjuvants,X-Change,,16.45,0.227,16.45,0.227,3.736,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,The Park,The Park.B/02,B,16.45,SK8748,8898,75,,Maize Forage,Resolute,NF Spraying off 7/8/2023,NF Spraying off 7/8/2023 #41 Stubton,45393,Variable Costs,Pesticides,Herbicides,Herbicides,Motif (16509),16509,16.45,2.966,16.45,2.966,48.792,L,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,The Park,The Park.B/02,B,16.45,SK8748,8898,75,,Maize Forage,Resolute,NF Spraying off 7/8/2023,NF Spraying off 7/8/2023 #41 Stubton,45393,Fixed Costs,Machinery Costs,Application,Application,Spray,,16.45,1,16.45,1,16.45,ha,1
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B/03,B,9.44,SK8850,3266,75,,Wheat Winter,Crusoe,NF Cereal Grassweed 2/11/2023,NF Cereal Grassweed 2/11/2023 #01 Stubton,45245,Variable Costs,Pesticides,Adjuvants,Adjuvants,Aquascope,,9.44,0.189,9.44,0.189,1.785,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B/03,B,9.44,SK8850,3266,75,,Wheat Winter,Crusoe,NF Cereal Grassweed 2/11/2023,NF Cereal Grassweed 2/11/2023 #01 Stubton,45245,Variable Costs,Pesticides,Adjuvants,Adjuvants,Biopower,,9.44,0.945,9.44,0.945,8.923,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B/03,B,9.44,SK8850,3266,75,,Wheat Winter,Crusoe,NF Cereal Grassweed 2/11/2023,NF Cereal Grassweed 2/11/2023 #01 Stubton,45245,Variable Costs,Pesticides,Herbicides,Herbicides,Hatra (16190),16190,9.44,1.2,9.44,1.2,11.328,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B/03,B,9.44,SK8850,3266,75,,Wheat Winter,Crusoe,NF Cereal Grassweed 2/11/2023,NF Cereal Grassweed 2/11/2023 #01 Stubton,45245,Variable Costs,Pesticides,Herbicides,Herbicides,Isolator (19762),19762,9.44,0.579,9.44,0.579,5.469,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B/03,B,9.44,SK8850,3266,75,,Wheat Winter,Crusoe,NF Cereal Grassweed 2/11/2023,NF Cereal Grassweed 2/11/2023 #01 Stubton,45245,Variable Costs,Pesticides,Herbicides,Herbicides,Stomp Aqua (14664),,9.44,2.133,9.44,2.133,20.139,ha Dose,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B/03,B,9.44,SK8850,3266,75,,Wheat Winter,Crusoe,NF Cereal Grassweed 2/11/2023,NF Cereal Grassweed 2/11/2023 #01 Stubton,45245,Variable Costs,Pesticides,Insecticides,Insecticides,Lambdastar (17406),17406,9.44,0.028,9.44,0.028,0.264,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B/03,B,9.44,SK8850,3266,75,,Wheat Winter,Crusoe,NF Cereal Grassweed 2/11/2023,NF Cereal Grassweed 2/11/2023 #01 Stubton,45245,Fixed Costs,Machinery Costs,Application,Application,Spray,,9.44,1,9.44,1,9.44,ha,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B/03,B,9.44,SK8850,3266,75,,Wheat Winter,Crusoe,NF Nufol 31/5/2024,NF Nufol 31/5/2024 #02 Stubton,45463,Variable Costs,Nutrition,Fertiliser,Fertiliser,Nufol,,9.44,0.21,9.44,0.21,1.985,m3,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B/03,B,9.44,SK8850,3266,75,,Wheat Winter,Crusoe,NF Nufol 31/5/2024,NF Nufol 31/5/2024 #02 Stubton,45463,Fixed Costs,Machinery Costs,Application,Application,Spray,,9.44,1,9.44,1,9.44,ha,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B/03,B,9.44,SK8850,3266,75,,Wheat Winter,Crusoe,NF Slug pellets 31/7/2023,NF Slug pellets 31/7/2023 #32 Stubton x-ecute,45232,Variable Costs,Pesticides,Molluscicides,Molluscicides,X-ecute (18536),18536,9.44,3.96,9.44,3.96,37.386,kg,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B/03,B,9.44,SK8850,3266,75,,Wheat Winter,Crusoe,NF Slug pellets 31/7/2023,NF Slug pellets 31/7/2023 #32 Stubton x-ecute,45232,Fixed Costs,Machinery Costs,Application,Application,Pellets Applied,,9.44,1,9.44,1,9.44,ha,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B/03,B,9.44,SK8850,3266,75,,Wheat Winter,Crusoe,NF Spraying off 7/8/2023,NF Spraying off 7/8/2023 #18 Stubton + pellets,45203,Variable Costs,Pesticides,Adjuvants,Adjuvants,X-Change,,9.44,0.227,9.44,0.227,2.138,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B/03,B,9.44,SK8850,3266,75,,Wheat Winter,Crusoe,NF Spraying off 7/8/2023,NF Spraying off 7/8/2023 #18 Stubton + pellets,45203,Variable Costs,Pesticides,Herbicides,Herbicides,Motif (16509),16509,9.44,2.966,9.44,2.966,27.998,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B/03,B,9.44,SK8850,3266,75,,Wheat Winter,Crusoe,NF Spraying off 7/8/2023,NF Spraying off 7/8/2023 #18 Stubton + pellets,45203,Variable Costs,Pesticides,Molluscicides,Molluscicides,Menorexx (18842),18842,9.44,4.497,9.44,4.497,42.448,kg,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B/03,B,9.44,SK8850,3266,75,,Wheat Winter,Crusoe,NF Wheat N2 15/2/2024,NF Wheat N2 15/2/2024 #05 Stubton @ 285L/ha,45370,Variable Costs,Nutrition,Fertiliser,Fertiliser,Nuram N35s,,9.44,0.283,9.44,0.283,2.674,m3,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B/03,B,9.44,SK8850,3266,75,,Wheat Winter,Crusoe,NF Wheat N2 15/2/2024,NF Wheat N2 15/2/2024 #05 Stubton @ 285L/ha,45370,Fixed Costs,Machinery Costs,Application,Application,Spray,,9.44,1,9.44,1,9.44,ha,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B/03,B,9.44,SK8850,3266,75,,Wheat Winter,Crusoe,NF Wheat T0 4/3/2024,NF Wheat T0 4/3/2024 #04 Stubton,45377,Variable Costs,Nutrition,Trace Elements,Trace Elements,Mn Super,,9.44,0.513,9.44,0.513,4.843,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B/03,B,9.44,SK8850,3266,75,,Wheat Winter,Crusoe,NF Wheat T0 4/3/2024,NF Wheat T0 4/3/2024 #04 Stubton,45377,Variable Costs,Nutrition,Trace Elements,Trace Elements,Yara Crop Boost,,9.44,2.946,9.44,2.946,27.815,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B/03,B,9.44,SK8850,3266,75,,Wheat Winter,Crusoe,NF Wheat T0 4/3/2024,NF Wheat T0 4/3/2024 #04 Stubton,45377,Variable Costs,Pesticides,Fungicides,Fungicides,Iodus (19163),19163,9.44,0.744,9.44,0.744,7.026,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B/03,B,9.44,SK8850,3266,75,,Wheat Winter,Crusoe,NF Wheat T0 4/3/2024,NF Wheat T0 4/3/2024 #04 Stubton,45377,Variable Costs,Pesticides,Fungicides,Fungicides,Zonor (18650),18650,9.44,0.491,9.44,0.491,4.635,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B/03,B,9.44,SK8850,3266,75,,Wheat Winter,Crusoe,NF Wheat T0 4/3/2024,NF Wheat T0 4/3/2024 #04 Stubton,45377,Variable Costs,Pesticides,Growth Regulators,Growth Regulators,Stabilan 750 (09303),9303,9.44,0.972,9.44,0.972,9.179,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B/03,B,9.44,SK8850,3266,75,,Wheat Winter,Crusoe,NF Wheat T0 4/3/2024,NF Wheat T0 4/3/2024 #04 Stubton,45377,Variable Costs,Pesticides,Growth Regulators,Growth Regulators,Trinexis (16429),16429,9.44,0.1,9.44,0.1,0.946,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B/03,B,9.44,SK8850,3266,75,,Wheat Winter,Crusoe,NF Wheat T0 4/3/2024,NF Wheat T0 4/3/2024 #04 Stubton,45377,Variable Costs,Pesticides,Herbicides,Herbicides,Kipota (17993),17993,9.44,0.229,9.44,0.229,2.162,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B/03,B,9.44,SK8850,3266,75,,Wheat Winter,Crusoe,NF Wheat T0 4/3/2024,NF Wheat T0 4/3/2024 #04 Stubton,45377,Fixed Costs,Machinery Costs,Application,Application,Spray,,9.44,1,9.44,1,9.44,ha,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B/03,B,9.44,SK8850,3266,75,,Wheat Winter,Crusoe,NF Wheat T1 9/4/2024,NF Wheat T1 9/4/2024 #02 Stubton,45408,Variable Costs,Nutrition,Trace Elements,Trace Elements,YaraVita Gramitrel,,9.44,1.952,9.44,1.952,18.424,L,2
2024,Beeswax Dyson Farming Ltd,Beeswax Dyson Farming Ltd,Completed Not Confirmed,Nocton Farms,LN4 2AB,Stubton Farm Block,Village Field,Village Field.B/03,B,9.44,SK8850,3266,75,,Wheat Winter,Crusoe,NF Wheat T1 9/4/2024,NF Wheat T1 9/4/2024 #02 Stubton,45408,Variable Costs,Pesticides,Fungicides,Fungicides,Arizona (15318),15318,9.44,1.412,9.44,1.412,13.332,L,2
